MN_ID,MaterialName,ShortName,MNDate,MNMDate,MN_Status,LastEditDate,ExpDays,ShortCode,ProductCode,LID,Margin,SetZero,GSTID,GSTValue,GSTIDTemp,GSTValueTemp,RECENTCOSTPRICE,RECENTSALESPRICE,DiscountStatus,MRP
3998,mamypokko pants(l) Rs.42,mamypokko pants(l) Rs.42,2022-11-05 13:03:00,2022-11-05 13:03:00,A,2022-11-05 13:02:34.840,0.00,None,3998,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
3999,mamypokko pants(l) Rs.32,mamypokko pants(l) Rs.32,2022-11-05 13:03:00,2022-11-05 13:03:00,A,2022-11-19 20:57:30.817,NULL,,3999,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,32.00
4000,mamypokko pants(xl) Rs.36,mamypokko pants(xl) Rs.36,2022-11-05 13:05:00,2022-11-05 13:05:00,A,2022-11-05 13:07:49.783,NULL,,4000,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,36.00
4001,dettol soap og Rs.40,ரூ.40 டெட்டல் சோப் org,2022-11-05 13:23:00,2022-11-05 13:23:00,A,2025-05-06 14:35:40.737,NULL,,4001,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,40.00
4002,dabur red paste 150,dabur red paste 150,2022-11-05 14:17:00,2022-11-05 14:17:00,A,2022-11-05 14:17:16.000,0.00,None,4002,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4003,dabur red paste 150g,dabur red paste 150g,2022-11-05 14:17:00,2022-11-05 14:17:00,A,2022-11-05 14:17:25.857,0.00,None,4003,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4004,dabur red paste 150g+150g,dabur red paste 150g+150g,2022-11-05 14:18:00,2022-11-05 14:18:00,A,2023-09-27 14:07:33.660,NULL,,4004,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,165.00
4005,oil raja gold 1ltr,1ltr ராஜா கோல்டு,2022-11-07 10:40:00,2022-11-07 10:40:00,A,2025-12-09 18:38:59.403,NULL,,4005,0,0.00,0,0,0.00,0,0.00,105.00,113.00,1,0.00
4006,Mr.gold kadalai 1/2 ltr,Mr.gold kadalai 1/2 ltr,2022-11-07 19:07:00,2022-11-07 19:07:00,A,2022-11-07 19:07:14.767,NULL,,4006,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,115.00
4007,Mr.gold kadala 1/2 ltr,Mr.gold kadala 1/2 ltr,2022-11-07 19:08:00,2022-11-07 19:08:00,A,2023-03-31 16:56:38.903,NULL,,4007,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,115.00
4008,inji poondu paste MK,inji poondu paste MK,2022-11-08 17:12:00,2022-11-08 17:12:00,A,2022-11-08 17:11:36.270,0.00,None,4008,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4009,inji poondu paste MK  RS.5,inji poondu paste MK  RS.5,2022-11-08 17:13:00,2022-11-08 17:13:00,A,2022-11-08 17:12:39.540,0.00,None,4009,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4010,inji poondu paste Rs.5 MK,Rs.5.MKஇஞ்சி பூண்டு பேஸ்ட்,2022-11-08 17:14:00,2022-11-08 17:14:00,A,2023-03-15 11:56:35.403,NULL,,4010,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,5.00
4011,z pocket perfume,z pocket perfume,2022-11-09 13:20:00,2022-11-09 13:20:00,A,2023-06-06 12:42:20.457,NULL,,4011,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,70.00
4012,z spray 120ml.,z spray 120ml.,2022-11-09 13:34:00,2022-11-09 13:34:00,A,2022-11-09 13:34:19.560,NULL,,4012,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,250.00
4013,z talc powder 200g, 200g z டால்க் பவுடர்,2022-11-09 13:37:00,2022-11-09 13:37:00,A,2023-11-29 18:37:19.240,NULL,,4013,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,220.00
4014, z deo spray 120ml., z deo spray 120ml.,2022-11-09 13:40:00,2022-11-09 13:40:00,A,2022-11-09 13:40:03.203,NULL,,4014,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,250.00
4015,oil idhayam 50ml pkt,oil idhayam 50ml pkt,2022-11-09 15:32:00,2022-11-09 15:32:00,A,2022-11-09 15:34:02.067,NULL,,4015,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,19.00
4016,oil idhayam 50ml,50ml இதயம் (ந.எ) pkt,2022-11-09 15:36:00,2022-11-09 15:36:00,A,2024-07-07 20:47:12.017,NULL,,4016,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,24.00
4017,thulasi semiya pkt,thulasi semiya pkt,2022-11-09 17:41:00,2022-11-09 17:41:00,A,2022-11-26 12:52:18.553,NULL,,4017,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
4018,mountain dew Rs.15,mountain dew Rs.15,2022-11-09 19:13:00,2022-11-09 19:13:00,A,2023-12-12 15:45:18.440,NULL,,4018,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
4019,Aachi pickle (1,Aachi pickle (1,2022-11-10 12:51:00,2022-11-10 12:51:00,A,2022-11-10 12:51:19.613,0.00,None,4019,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4020,Aachi pickle (1+1),Rs.89 ஆச்சி ஊறுகாய் (1+1),2022-11-10 12:52:00,2022-11-10 12:52:00,A,2026-01-27 12:56:40.240,NULL,,4020,0,0.00,0,0,0.00,0,0.00,71.20,82.00,1,89.00
4021,ponvandu 1kg powder Rs.195,1kg பொன்வண்டு பவுடர் offer,2022-11-10 20:12:00,2022-11-10 20:12:00,A,2024-06-15 13:30:00.007,NULL,,4021,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,195.00
4022,ponvandu soap Rs.10,Rs.10 பொன்வண்டு சோப்,2022-11-10 20:36:00,2022-11-10 20:36:00,A,2026-01-04 18:19:33.713,NULL,,4022,0,0.00,0,0,0.00,0,0.00,7.50,9.00,1,10.00
4023,ponvandu soap Rs.15,Rs.15பொன்வண்டு சோப்,2022-11-10 20:39:00,2022-11-10 20:39:00,A,2024-02-04 19:00:36.103,NULL,,4023,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
4024,ponvandu soap Rs.30,Rs.30பொன்வண்டு சோப்,2022-11-10 20:42:00,2022-11-10 20:42:00,A,2025-09-25 09:40:54.260,NULL,,4024,0,0.00,0,0,0.00,0,0.00,19.16,22.00,1,30.00
4025,ponvandu dish wash soap Rs.10,Rs.10பொன்வண்டு டிஷ் வாஷ்சோப்,2022-11-10 20:54:00,2022-11-10 20:54:00,A,2024-01-10 16:11:13.740,NULL,,4025,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
4026,3roses 500g Rs.330,3 ரோசஸ்  500g Rs.330,2022-11-11 08:52:00,2022-11-11 08:52:00,A,2023-02-16 18:54:06.193,NULL,,4026,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,330.00
4027,malli thool arumai 500g,malli thool arumai 500g,2022-11-11 08:54:00,2022-11-11 08:54:00,A,2023-12-13 13:18:43.713,NULL,,4027,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,135.00
4028,colgate herbal 100g,100g கோல்கேட் ஹெரஂபலஂ,2022-11-11 14:18:00,2022-11-11 14:18:00,A,2024-01-10 18:59:43.687,NULL,,4028,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,85.00
4029,colgate salt lemon 100g,100g கோல்கேட் லெமனஂ சாலஂடஂ,2022-11-11 14:21:00,2022-11-11 14:21:00,A,2024-03-31 09:59:46.593,NULL,,4029,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,78.00
4030,colgate strong 300g,300g கோல்கேட் ஸ்ட்ராங்,2022-11-11 14:25:00,2022-11-11 14:25:00,A,2025-09-25 15:01:13.087,NULL,,4030,0,0.00,0,0,0.00,0,0.00,181.00,190.00,1,194.00
4031,colgate cibaca 175g,175g கோல்கேட் சிபாக்கா,2022-11-11 14:41:00,2022-11-11 14:41:00,A,2025-12-25 19:59:30.040,NULL,,4031,0,0.00,0,0,0.00,0,0.00,63.00,67.00,1,70.00
4032,dettol soap og Rs.67,ரூ.67 டெட்டல் சோப் org,2022-11-11 15:51:00,2022-11-11 15:51:00,A,2024-04-25 16:08:53.857,NULL,,4032,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,67.00
4033,medimix sandal Rs.38,medimix sandal Rs.38,2022-11-11 16:36:00,2022-11-11 16:36:00,A,2023-06-29 12:10:40.190,NULL,,4033,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,38.00
4034,z deo spray 120ml.,z deo spray 120ml.,2022-11-11 20:04:00,2022-11-11 20:04:00,A,2023-06-10 21:34:45.190,NULL,,4034,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,250.00
4035,kite powder Rs.5,Rs.5 கைடஂ பவுடர்,2022-11-12 10:06:00,2022-11-12 10:06:00,A,2024-02-18 15:56:58.777,NULL,,4035,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,5.00
4036,avt gold cup 250g jar 100RS,avt gold cup 250g jar 100RS,2022-11-12 12:30:00,2022-11-12 12:30:00,A,2022-11-27 09:51:13.633,NULL,,4036,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,100.00
4037,oil raja gold 500ML,500ml ராஜா கோல்டு,2022-11-12 19:44:00,2022-11-12 19:44:00,A,2025-12-21 14:07:43.010,NULL,,4037,0,0.00,0,0,0.00,0,0.00,57.50,64.00,1,0.00
4038,gokulam dates 500g Rs.140,gokulam dates 500g Rs.140,2022-11-13 08:52:00,2022-11-13 08:52:00,A,2022-11-13 08:51:36.583,0.00,None,4038,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4039,gokulam dates 500g ,gokulam dates 500g ,2022-11-13 08:53:00,2022-11-13 08:53:00,A,2022-11-13 08:52:31.103,0.00,None,4039,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4040,choclate..30,choclate..30,2022-11-13 12:31:00,2022-11-13 12:31:00,A,2023-02-25 10:25:23.210,NULL,,4040,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
4041,himalaya baby massage oil 80ml,himalaya baby massage oil 80ml,2022-11-13 14:02:00,2022-11-13 14:02:00,A,2022-11-13 14:01:34.167,0.00,None,4041,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4042,himalaya baby massage oil 50ml,himalaya baby massage oil 50ml,2022-11-13 14:02:00,2022-11-13 14:02:00,A,2023-02-04 11:46:56.060,NULL,,4042,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,62.00
4043,power powder Rs.10+,power powder Rs.10+,2022-11-13 18:33:00,2022-11-13 18:33:00,A,2022-11-13 18:32:47.500,0.00,None,4043,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4044,water cane5l,water cane5l,2022-11-14 14:11:00,2022-11-14 14:11:00,A,2022-11-14 14:10:57.247,0.00,None,4044,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4045,water cane 5Ltr,5Ltவாட்டர் கேன்,2022-11-14 14:12:00,2022-11-14 14:12:00,A,2022-12-02 15:48:35.147,NULL,,4045,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,100.00
4046,maitha very nice 10kg pai,10kg  வெரி நைஸ் மைதா பை,2022-11-14 17:21:00,2022-11-14 17:21:00,A,2025-12-18 21:20:24.130,NULL,,4046,0,0.00,0,0,0.00,0,0.00,460.00,490.00,1,0.00
4047,arial liq TL 2.5ml,2.5lt ஏரியல் liq TL,2022-11-14 19:19:00,2022-11-14 19:19:00,A,2024-09-19 13:50:59.460,NULL,,4047,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,548.00
4048,sls குருணை சுவாகத்,சுவாகத் குருணை அரிசி,2022-11-14 19:21:00,2022-11-14 19:21:00,A,2023-10-28 13:37:52.910,NULL,,4048,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,45.00
4049,arial liq FL 2.5ml,2.5lt ஏரியல் liq FL,2022-11-14 19:27:00,2022-11-14 19:27:00,A,2025-03-17 14:18:55.630,NULL,,4049,0,0.00,0,0,0.00,0,0.00,495.77,590.00,1,625.00
4050,nestle choco,nestle choco,2022-11-16 14:43:00,2022-11-16 14:43:00,A,2025-09-26 13:20:55.657,NULL,,4050,0,0.00,0,0,0.00,0,0.00,8.75,9.00,1,10.00
4051,thulasi semiya pai ,துளசி சேமியா பை,2022-11-17 09:51:00,2022-11-17 09:51:00,A,2023-07-06 12:16:23.887,NULL,,4051,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,300.00
4052,raagam muscat black dates 500g,raagam muscat black dates 500g,2022-11-17 17:25:00,2022-11-17 17:25:00,A,2022-11-17 17:26:19.193,NULL,,4052,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,228.00
4053,ragam muscat black dates 500g,ragam muscat black dates 500g,2022-11-17 17:27:00,2022-11-17 17:27:00,A,2022-12-04 15:54:38.960,NULL,,4053,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,228.00
4054,parachute bottle 175ml Rs.60,175ml பாராசூட் ஜார் Rs.60,2022-11-17 18:24:00,2022-11-17 18:24:00,A,2024-06-15 10:18:29.527,NULL,,4054,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,60.00
4055,karuppu thiratchai 100g,கருப்பு திராட்சை 100g,2022-11-18 13:02:00,2022-11-18 13:02:00,A,2022-12-24 14:08:22.533,NULL,,4055,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,30.00
4056,boost 500G rifil R.264-,boost 500G rifil R.264-,2022-11-18 15:41:00,2022-11-18 15:41:00,A,2022-11-18 15:41:07.540,0.00,None,4056,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4057,thamizhan detergent soab,thamizhan detergent soab,2022-11-19 18:18:00,2022-11-19 18:18:00,A,2022-11-19 18:18:01.023,0.00,None,4057,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4058,thamizhan detergent soap,தமிழன் சோப்பு,2022-11-19 18:18:00,2022-11-19 18:18:00,A,2025-09-25 09:40:35.850,NULL,,4058,0,0.00,0,0,0.00,0,0.00,6.00,10.00,1,15.00
4059,maitha elite 200g,200g எலைட் மைதா,2022-11-19 19:19:00,2022-11-19 19:19:00,A,2026-01-27 20:35:09.620,NULL,,4059,0,0.00,0,0,0.00,0,0.00,14.31,19.00,1,23.00
4060,perungayathool STS 10g ,பெருங்காய தூள் STS 10g ,2022-11-20 17:07:00,2022-11-20 17:07:00,A,2023-01-30 10:17:21.387,NULL,,4060,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
4061,perunkayam thool lg 100g,பெருங்காய தூள் lg 100g,2022-11-20 17:09:00,2022-11-20 17:09:00,A,2023-08-26 14:07:18.517,NULL,,4061,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,182.00
4062,perunkayam lg katti 100gm,பெருங்காய கட்டி lg 100gm,2022-11-20 17:09:00,2022-11-20 17:09:00,A,2023-08-26 14:07:18.513,NULL,,4062,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,165.00
4063,perunkaya powder lg 50g,பெருங்காய தூள் lg 50g,2022-11-20 17:10:00,2022-11-20 17:10:00,A,2023-08-26 11:33:08.727,NULL,,4063,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,92.00
4064,perunkayam lg katti 50G,50g lg பெருங்காய கட்டி ,2022-11-20 17:10:00,2022-11-20 17:10:00,A,2023-08-28 00:23:10.570,NULL,,4064,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,91.00
4065,perunkayam aachi powder ,ஆச்சி பெருங்காய தூள்,2022-11-20 17:10:00,2022-11-20 17:10:00,A,2023-04-04 15:37:08.267,NULL,,4065,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,79.00
4066,seeval satha Rs.5 bandal,Rs.5 சாதா சீவல் (b),2022-11-20 17:17:00,2022-11-20 17:17:00,A,2026-01-20 14:34:32.600,NULL,,4066,0,0.00,0,0,0.00,0,0.00,83.00,85.00,1,100.00
4067,perunkaya thool(aram)Rs.2 saram,பெருங்காய தூள் ஆரம்Rs.2 saram,2022-11-20 17:21:00,2022-11-20 17:21:00,A,2023-08-28 04:15:19.987,NULL,,4067,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,40.00
4068,z spray Rs.75,z spray Rs.75,2022-11-20 18:26:00,2022-11-20 18:26:00,A,2024-07-19 14:15:16.293,NULL,,4068,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,75.00
4069,chicken 65 masala ,chicken 65 masala ,2022-11-20 19:30:00,2022-11-20 19:30:00,A,2022-11-20 19:31:52.007,NULL,,4069,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
4070,chikken6 65 masala ,chikken6 65 masala ,2022-11-20 19:34:00,2022-11-20 19:34:00,A,2022-11-20 19:33:50.120,0.00,None,4070,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4071,chikken 65 masala ,chikken 65 masala ,2022-11-20 19:34:00,2022-11-20 19:34:00,A,2022-12-03 12:23:34.003,NULL,,4071,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
4072,oreo Rs.5,Rs.5 Oreo Box ,2022-11-21 10:15:00,2022-11-21 10:15:00,A,2025-07-08 16:30:30.627,NULL,,4072,0,0.00,0,0,0.00,0,0.00,142.72,150.00,1,160.00
4073,oral b brush Rs.25,Rs.25 ஓரல் பி பிரஷ்,2022-11-21 11:58:00,2022-11-21 11:58:00,A,2025-12-28 09:45:16.700,NULL,,4073,0,0.00,0,0,0.00,0,0.00,16.00,22.00,1,25.00
4074,tide powder 10Rs,Rs.10 டைடு பவுடர்,2022-11-21 12:08:00,2022-11-21 12:08:00,A,2026-01-29 16:12:28.580,NULL,,4074,0,0.00,0,0,0.00,0,0.00,7.67,9.00,1,10.00
4075,arial poweder1.5kg,1.5kg ஏரியல் பவுடர்,2022-11-21 12:17:00,2022-11-21 12:17:00,A,2024-10-25 18:16:48.083,NULL,,4075,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,370.00
4076,tide 500g Rs.66,tide 500g Rs.66,2022-11-21 12:23:00,2022-11-21 12:23:00,A,2023-10-18 16:54:24.110,NULL,,4076,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,66.00
4077,tide 500g Rs.71,tide 500g Rs.71,2022-11-21 12:26:00,2022-11-21 12:26:00,A,2023-02-18 20:26:08.650,NULL,,4077,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,71.00
4078,tide 1kg Rs.146,tide 1kg Rs.146,2022-11-21 12:28:00,2022-11-21 12:28:00,A,2023-03-15 17:55:22.327,NULL,,4078,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,146.00
4079,tide 1/2 kg lemon powder,tide 1/2 kg lemon powder,2022-11-21 12:35:00,2022-11-21 12:35:00,A,2022-12-22 13:38:42.637,NULL,,4079,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,41.00
4080,tide 500g Rs.73,tide 500g Rs.73,2022-11-21 12:38:00,2022-11-21 12:38:00,A,2023-07-10 17:54:33.560,NULL,,4080,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,76.00
4081,head & shoulder ,head & shoulder ,2022-11-21 14:59:00,2022-11-21 14:59:00,A,2022-12-13 13:54:38.587,NULL,,4081,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,200.00
4082,vicks vaporub150ml Rs.265 ,vicks vaporub150ml Rs.265 ,2022-11-21 16:22:00,2022-11-21 16:22:00,A,2022-11-21 16:23:44.003,NULL,,4082,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,265.00
4083,vicks vaporub 50g Rs.155 , 50ml விக்ஸ் வேபோரப் Rs.155 ,2022-11-21 16:26:00,2022-11-21 16:26:00,A,2024-07-21 13:57:14.783,NULL,,4083,0,0.00,0,0,0.00,0,0.00,112.04,125.00,1,155.00
4084,vicks vaporub 50gRs.280 ,vicks vaporub 50gRs.280 ,2022-11-21 16:32:00,2022-11-21 16:32:00,A,2022-11-21 16:32:01.320,0.00,None,4084,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4085,vicks jar Rs.280 ,vicks jar Rs.280 ,2022-11-21 16:32:00,2022-11-21 16:32:00,A,2022-11-21 16:32:17.863,0.00,None,4085,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4086,moms magic Rs.10,Rs.10 மாம்ஸ் மெஜிக் பிஸ்க்கட்,2022-11-21 19:27:00,2022-11-21 19:27:00,A,2025-12-29 14:55:07.360,NULL,,4086,0,0.00,0,0,0.00,0,0.00,8.68,9.30,1,10.00
4087,moms magic Rs.25,moms magic Rs.25,2022-11-21 19:29:00,2022-11-21 19:29:00,A,2023-03-13 16:50:49.870,NULL,,4087,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,25.00
4088,nei SKC 200ml,200ml SKC நெய்,2022-11-23 19:07:00,2022-11-23 19:07:00,A,2025-09-26 13:20:37.820,NULL,,4088,0,0.00,0,0,0.00,0,0.00,140.00,170.00,1,180.00
4089,rusk univercel Rs.45,rusk univercel Rs.45,2022-11-24 15:34:00,2022-11-24 15:34:00,A,2023-03-08 15:56:01.893,NULL,,4089,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,45.00
4090,vathi set black Rs.75,vathi set black Rs.75,2022-11-25 16:53:00,2022-11-25 16:53:00,A,2023-09-20 18:33:30.873,NULL,,4090,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,75.00
4091,cinthol(og) Rs.44,சிந்தால்(og) Rs.44,2022-11-25 20:51:00,2022-11-25 20:51:00,A,2023-06-07 12:13:28.893,NULL,,4091,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,44.00
4092,ks Spray,ks Spray,2022-11-25 20:54:00,2022-11-25 20:54:00,A,2022-11-25 20:53:48.330,0.00,None,4092,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4093,ks Spray Rs.80,ks Spray Rs.80,2022-11-25 20:55:00,2022-11-25 20:55:00,A,2025-09-26 13:19:26.390,NULL,,4093,0,0.00,0,0,0.00,0,0.00,65.00,70.00,1,80.00
4094,vathi Rs.2 dozen,Rs.2 வத்தி dozen,2022-11-26 10:37:00,2022-11-26 10:37:00,A,2025-04-29 13:23:15.653,NULL,,4094,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,24.00
4095,samba ravai elite 500g,சம்பா ரவை எலைட் 500g,2022-11-26 14:53:00,2022-11-26 14:53:00,A,2022-12-09 18:16:37.237,NULL,,4095,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,55.00
4096,EXO 500g round box rs.60,EXO 500g round box rs.60,2022-11-26 20:46:00,2022-11-26 20:46:00,A,2024-04-20 19:43:26.200,NULL,,4096,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,60.00
4097,3roses nc 100g RS.100,3 ரோசஸ் nc 100g,2022-11-26 20:56:00,2022-11-26 20:56:00,A,2026-01-29 10:12:40.200,NULL,,4097,0,0.00,0,0,0.00,0,0.00,92.61,98.00,1,100.00
4098,cup sambrani ,cup sambrani ,2022-11-27 10:24:00,2022-11-27 10:24:00,A,2022-11-27 10:24:29.160,0.00,None,4098,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
4099,hamam soap Rs.38,Rs.38.ஹமாம் சோப்,2022-11-27 10:40:00,2022-11-27 10:40:00,A,2023-04-21 11:56:59.913,NULL,,4099,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,38.00
4100,horlicks junior 450G POUCH,horlicks junior 450G POUCH,2022-11-27 11:13:00,2022-11-27 11:13:00,A,2023-01-22 12:30:50.130,NULL,,4100,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,330.00
4101,horlicks junior 500G POUCH,500g ஹார்லிக்ஸ் junior pkt,2022-11-27 11:14:00,2022-11-27 11:14:00,A,2023-05-01 14:32:15.987,NULL,,4101,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,330.00
4102,samBrani cup DELTA ,samBrani cup DELTA ,2022-11-27 11:17:00,2022-11-27 11:17:00,A,2023-01-31 18:12:19.543,NULL,,4102,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,84.00
4103,sambrani Sampradayam cup Rs.100,Rs.100 சம்பிரதாயம் கப் சாம்ப்ராணி,2022-11-27 11:20:00,2022-11-27 11:20:00,A,2026-01-01 18:24:52.487,NULL,,4103,0,0.00,0,0,0.00,0,0.00,46.00,52.00,1,100.00
4104,samBrani cup sampradayam Rs.70,சம்பிரதாயம் கப் சாம்பிராணி Rs.70,2022-11-27 11:21:00,2022-11-27 11:21:00,A,2023-10-10 17:50:23.330,NULL,,4104,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,70.00
4105,niine pants (s)Rs.12,niine pants (s)Rs.12,2022-11-29 17:28:00,2022-11-29 17:28:00,A,2023-11-21 19:05:13.590,NULL,,4105,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,12.00
4106,smb atta 10kg,Smb ஆட்டா 10kg,2022-11-30 12:11:00,2022-11-30 12:11:00,A,2022-11-30 12:52:06.353,NULL,,4106,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,450.00
4107,veppennai 100ml saram,வேப்ப எண்ணெய் 100ml சரம்,2022-11-30 12:17:00,2022-11-30 12:17:00,A,2022-11-30 12:21:17.187,NULL,,4107,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,400.00
4108,nool cone 200g,கோண் நூல் 200g,2022-11-30 12:43:00,2022-11-30 12:43:00,A,2026-01-28 15:22:37.280,NULL,,4108,0,0.00,0,0,0.00,0,0.00,30.00,42.00,1,0.00
4109,nool cone 1/2g,கோண் நூல் 1/2g,2022-11-30 12:47:00,2022-11-30 12:47:00,A,2022-11-30 12:48:14.133,NULL,,4109,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,100.00
4110,smp atta 10kg,smp ஆட்டா 10kg,2022-11-30 12:53:00,2022-11-30 12:53:00,A,2023-01-26 12:49:33.997,NULL,,4110,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,450.00
4111,kotta paakku,கொட்ட பாக்கு,2022-11-30 15:22:00,2022-11-30 15:22:00,A,2025-09-27 10:24:00.113,NULL,,4111,0,0.00,0,0,0.00,0,0.00,3.90,6.50,1,0.00
4112,bonvitta 1kg,bonvitta 1kg,2022-11-30 15:24:00,2022-11-30 15:24:00,A,2023-06-06 11:12:47.267,NULL,,4112,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,423.00
4113,pacha karpooram,பச்சை கற்பூரம்,2022-11-30 18:15:00,2022-11-30 18:15:00,A,2024-01-01 20:52:43.457,NULL,,4113,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,18.00
4114,vathi cycle Rs.20,Rs.20 சைக்கிள் வத்தி,2022-12-02 11:57:00,2022-12-02 11:57:00,A,2025-12-22 13:13:54.790,NULL,,4114,0,0.00,0,0,0.00,0,0.00,15.46,18.00,1,20.00
4115,javathu ATTAR,ஸ்ரீ பாலமுருகன் ஜவ்வாது அத்தர்,2022-12-02 13:45:00,2022-12-02 13:45:00,A,2026-01-28 17:44:28.030,NULL,,4115,0,0.00,0,0,0.00,0,0.00,35.00,47.00,1,50.00
4116,murukku Rs.10+,murukku Rs.10+,2022-12-02 13:49:00,2022-12-02 13:49:00,A,2022-12-02 13:49:08.690,0.00,None,4116,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
