Name,Short_Name,Price
ujala Rs.32,75ml உஜாலா Rs.32,32.0
paste savorit 500g,500g பாஸ்தா savorit,60.0
vicco tooth paste 50g,50g விக்கோ tooth paste,48.0
vicco tooth paste 100g,100g விக்கோ tooth paste,85.0
vicco tooth powder 50g Rs.65,50g விக்கோ tooth powders,65.0
vicco tooth powder 25g Rs.40,25g விக்கோ tooth powder Rs.40,40.0
vicco termari cream 15g Rs.74 ,15g விக்கோ டெர்மாரி கிரீம்,74.0
stumper rubber ball,ஸ்டம்பர் ரப்பர் பந்து,40.0
him baby soap 100g,100g ஹிமாலயா பேபி  சோப் ,85.0
him baby soap 125g,125g ஹிமாலயா பேபி  சோப் ,85.0
him cucumber soap 75G rs.36,75g ஹிமாலயா cucumber soap,36.0
him cucumber soap 125G rs.64,125g ஹிமாலயா குக்கூம்பர் சோப்,64.0
him AHF shampoo 80ml,80ml himalaya AHF shampoo ,65.0
him AHF shampoo 180ml,180ml himalaya AHF shampoo ,145.0
him anti dand shampoo 180ml,180ml himalaya anti dand shampoo,150.0
him anti dand shampoo 80ml,80ml himalaya anti dand shampoo,68.0
him gentle daily care shampoo 80ml,80ml himalaya GDC shampoo,62.0
him gentle daily care shampoo 200ml,200ml himalaya GDC shampoo,145.0
Him kesar face cream 25g,25g himalay kesar face cream,55.0
Him kesar face cream 10g,10g himalaya kesar face cream,10.0
Him rose face cream 25g,25g Himalaya rose face cream,55.0
Him rose face cream 50g,50g Himalaya rose face cream,100.0
him apricot face wash 50ml,50ml ஹிமாலயா Apricot FaceWash,79.0
him kesar facewash 50ml,50ml Himalaya Kesar FaceWash,90.0
treat jim jim pops,treat jim jim pops,10.0
agni tea 500g,500g அக்னி டீ தூள்,150.0
baby wipes luvlap,Rs.115 Luvlap Baby Wipes ,115.0
Elanthai jam jar rs.5,Rs.5 இலந்தை jam jar,150.0
then mittai jar rs.2,Rs.2 தேன் மிட்டாய் jar,150.0
feeding bottle steel rs.499,250ml feeding bottle steel,499.0
noodels masti oye! Rs.10,Rs.10 Noodels Masti oye!,10.0
mopz lime fresh set 500ml*2,mopz lime fresh set 500ml*2,109.0
mopz floral fresh 500ml*2,mopz floral fresh 500ml*2,218.0
Expelz toilet clean 500ml*2,Expelz toilet clean 500ml*2,109.0
vennai 100g,100g ஊத்துக்குளி வெண்ணெய்,66.0
perungaya katti TT 100g,100g TT.காய கட்டி,165.0
lion dates Qyno 250g,250g லயன் டேட்ஸ் Qyno (1+1),102.0
lion dates Qyno 500g,500g  லயன் டேட்ஸ் Qyno (1+1),185.0
rexona shower fresh Roll on,rexona shower fresh Roll on,95.0
Flask steel,Flask steel,449.0
avt gold cup 250g with free Rs.220,250g  AVT gold cup with free,220.0
tounge cleaner ps,tounge cleaner ps,12.0
paruppu satha podi 100g,100g பருப்பு சாத பொடி,44.0
chat masala 50g,50g sakthi chat masala,26.0
basmathi rice muzhusu kg,பாசுமதி அரிசி முழுசு,115.0
parle 20-20 Rs.5 pai,parle 20-20 Rs.5 pai,60.0
 20-20 Rs.5 pai, 20-20 Rs.5 pai,60.0
20-20 Rs.5 pai,20-20 Rs.5 பிஸ்கட்(1பை),60.0
aachi murukku mavu 500g  ,500g ஆச்சி முறுக்கு மாவு,65.0
aachi achu murukku mavu 500g  ,500g aachi achu murukku mavu,55.0
bb fulltoss masala Rs.5 saram,Rs.5 ஃபுல்டாஸ் மசாலா சரம்,75.0
citrus plus soap Rs.5,Rs.5 சிட்ரஸ் பிளஸ் சோப்,5.0
maithaa sanghvi 10kg pai,10kg sanghvi மைதா pai,450.0
paatti idlli potti 500g,500g பா.இட்லிபொடி,170.0
sapina sakthi diswash powder 400g,400g சக்தி சபீனா பவுடர்,15.0
pen Rs.10 cello glitter gel,Rs.10 cello glitter gel pen,10.0
pen Rs.10 cello butterflow ,Rs.10 cello butterflow pen ,10.0
karam masala Rs.12,Rs.12 கரம் மசாலா,12.0
idli podi aachi Rs.5 saram,Rs.5 இட்லிபொடி ஆச்சி சரம்,50.0
yellu black 50g iyarkai,50g இயற்கை கருப்பு எள்ளு,18.0
yellu vella 50g iyarkai,50g இயற்கை வெள்ளை எள்ளு,18.0
arasan liquid 1ltr,1ltr அரசன் liquid,130.0
ruchi pickle Rs.1 pkt,Rs.1 ருசி ஊறுகாய் pkt,60.0
ruchi pickle Rs.1 pai,Rs.1 ருசி ஊறுகாய் pai,100.0
dabur amla hair OIL 275ml ,275ml டாபர் அம்லா ஆயில்,155.0
allout LIQ 45ml Rs.80,45ml ஆல்அவுட் LIQ,80.0
bun cake choco jar,Bun Cake Rs.5 Jar,250.0
Him prickly heat poweder 100g,100g Him prickly heat poweder ,120.0
dp luvlap diaper NB Rs.30,Luvlap diaper NB Rs.30,30.0
dp luvlap diaper NB Rs.18,Rs.18 Luvlap டயப்பர் NB ,18.0
dp luvlap diaper L Rs.30,Rs.30 luvlap டயப்பர் L ,30.0
dp luvlap diaper S Rs.20,Rs.20 luvlap டயப்பர் S ,20.0
dp luvlap diaper M Rs.24,Rs.24 Luvlap டயப்பர் M ,24.0
dp pampers (s) new born Rs70,Rs.70 பேம்பர்ஸ் (s) new born,70.0
dp pampers (xl) Rs.35,Rs.35 பேம்பர்ஸ் L,35.0
dp pampers large RS.34,RS.34 பேம்பர்ஸ் large ,34.0
dp pampers Rs.54 (L) 4pants,pampers Rs.54 (L) 4pants,54.0
dp pampers Rs.38 (s) 4pants,pampers Rs.38 (s) 4pants,38.0
dp pampers Rs.46 (m) 4pants,pampers Rs.46 (m) 4pants,46.0
dp pampers (s) Rs22,Rs22 பேம்பர்ஸ் (s),22.0
dp pampers (m),பேம்பர்ஸ் (m),90.0
dp pampers (M) Rs27,Rs.27 பேம்பர்ஸ் (M) ,27.0
dp pampers (L) Rs.28,Rs.28 பேம்பர்ஸ் (L),28.0
dp pampers (L),பேம்பர்ஸ் (L) 6'pic,105.0
dp pampers (M) 90rs,pampers (M) 90rs,90.0
dp mamypokko pants (xl) Rs.36,mamypokko pants (xl) Rs.36,36.0
dp mamypokko pants(l) Rs.32,mamypokko pants(l) Rs.32,32.0
dp mamypokko pants(m) Rs.26,mamypokko pants(m) Rs.26,26.0
dp mamypokko pants(s) Rs.22,mamypokko pants(s) Rs.22,22.0
dp huggies (L) Rs.28,Rs.28 ஹகிஸ் டயபர் (L),28.0
dp huggies(m)1.saram,huggies(m)1.saram,192.0
dp huggies (m) Rs.24,Rs.24 ஹகிஸ் டயபர் (m),24.0
dp huggies (s) 10,Rs.10 ஹகிஸ் டயபர் (s),10.0
dp huggies (s) Rs.20,huggies (s) Rs.20,20.0
dp him baby (XL)diaber Rs.18 saram,Rs.18 ஹிமாலயா பேபி டயபர் சரம்(XL),216.0
dp him baby diaber (L)Rs.14 saram,Rs.14 ஹிமாலயா பேபி டயபர் சரம்(L),168.0
dp him baby (M)diaber Rs.12 saram,Rs.14 ஹிமாலயா பேபி டயபர் சரம்(L),144.0
dp him baby diaber(s) Rs.10 saram,Rs.10 ஹிமாலயா பேபி டயபர் சரம் (s),100.0
manakadu masala 50g,50g மணக்காடு மசாலா,25.0
treat jim jom pops,treat jim jom pops,10.0
treat jim jam pops,treat jim jam pops,10.0
mysore sandal gold soap rs.90,125g மைசூர் சான்டால் கோல்டு சோப்,90.0
pt TT katti 15g,15g TT பெருங்காய கட்டி,30.0
pt TT katti 100g,100g TT பெருங்காய கட்டி,165.0
pt aasai katti 25g ,25g ஆசை பெருங்காய கட்டி,30.0
pt aasai katti 10g,10g பெருங்காய கட்டி,10.0
pt TT thool 100g,100g TT.பெருங்காயதூள்,182.0
pt aachi katti 50g,50g ஆச்சி பெருங்காய கட்டி,91.0
pt LG thool 100g,100g LG பெருங்காய தூள்,200.0
pt TT katti 50g,50g TT பெருங்காய கட்டி,91.0
pt TT thool 50g,50g TT பெருங்காயதூள்,92.0
pt aram thool Rs.2 saram,RS.2 பெருங்காய தூள் ஆரம் saram,40.0
pt pts katti 25g,25g ptc பெருங்காய கட்டி,50.0
pt AVM thool 25g,25g AVM பெருங்காயதூள்,35.0
pt balaji thool Rs.2 saram,Rs.2 balaji காயதூள் சரம்,40.0
pt Aachi thool Rs.2 saram ,Rs.2 ஆச்சி பெ.காய.தூள் saram,40.0
pt aachi powder 50G,50g ஆச்சி பெருங்காய தூள்,85.0
pt LG powder 50g,50g LG பெருங்காய தூள்,102.0
pt perungayathool(LDS) 20g kattu,20gLDS(பெ.காய.தூள்)கட்டு,270.0
pt perungayam pts 25g ps,perungayam pts 25g ps,42.0
pt perunkayam lg katti 50G,pt perunkayam lg katti 50G,91.0
pt perungayam katti 25g SM,pt perungayam katti 25g SM,35.0
pt perumkayam katti (SM) Rs.40,Rs.40 பெரும்காயம் SM,40.0
pt perungayathool 10g ,10g பெருங்காயதூள்,12.0
pt perunkayathool SM 10g,10g avm பெருங்காயத்தூள்,15.0
pt perumkayam lg katti 100gm,100gm LGகட்டிகாயம்,180.0
pt perumkayam ptc 50g,50g ptc கட்டிபெ.காயம்,60.0
pt aachi thool 5g,5g ஆச்சி பெருங்காய தூள்,10.0
pt TT thool 10g,10g TT பெருங்காயதூள்,20.0
bb mad angal Rs.5,Rs.5 Mad Angal bingo,5.0
bb no rulz Rs.5,Rs.5 No Rulz பிங்கோ,5.0
candyman (c)double (120p),candyman (c)double (120p),120.0
chocobakes Rs.10, Rs.10 Chocobakes,10.0
parachute 500ml pkt,500ml பாராசூட் pkt,140.0
dazller talc Rs.10,Rs.10 டஷ்லர் பவுடர் ஜார்,200.0
Flair Inky classic pen Rs.50,Rs.50 Flair Inky classic pen,50.0
tea thool 1kg,1kg டீ தூள் pkt,550.0
iluppai oil 100ml,100 ml  இலுப்பை எண்ணெய்,40.0
power soap Rs15,Rs.15 பவர் சோப்பு ,25.0
oil JVS thenga ennaie 500ml,500ml JVS தே.எண்ணெய் btl,130.0
kannan (chilly pickle) 2saram,க.மிளகா.ஊறுகாய் ரூ.2 சரம்,16.0
Mr.gold kadala 500ml,500ml Mr.கோல்டு கடலை எண்ணெய் jar,130.0
pen nataraj Rs.4 pkt,nataraj pen Rs.4 pkt,80.0
pen Rs.6 trimate pkt,Rs.6 Red ballpen pkt,30.0
Rin powder 500g (refreash),500g ரின் பவுடர் Refreash,62.0
hamam 100g soap Rs.41,100g ஹமாம்.Rs.41,42.0
nandhi 3d pai,நந்தி 3d 10kg pai,620.0
yellu mitaie 10,Rs.10 ps எள்ளு மிட்டாய்,10.0
cofsils jar Rs.205,cofsils jar Rs.205,205.0
arial Rs.3 saram,ஏரியல் பவுடர் Rs.3 saram,36.0
michar 1kg ரவுண்டு முறுக்கு,1kg ரவுண்டு முறுக்கு,150.0
murukku Rs.20,Rs.20 முறுக்கு,20.0
nei vastu 1ltr,1ltr vastu agmark நெய்,699.0
badham drink mix (1+1) 200g aachi,200g ஆச்சி பாதாம் மிக்ஸ் (1+1) ,160.0
badham MTR drink mix 200g,200g MTR பாதாம் மிக்ஸ்  ,125.0
gulab jamun aachi 175g Rs.135,175g குலோப்ஜாம் ஆச்சி (1+1),145.0
gulab jamun MTR 175g (1+1),175g MTR குலோப்ஜாம் (1+1),145.0
nool panjavaruna nool rs.10,Rs.10 பஞ்சவருண நூல்கண்டு,10.0
samBrani Rs.2 attai,Rs.2 சாம்ப்ராணி அட்டை,20.0
oil fortune 1ltr jar,1ltr பார்ச்சூன் ஆயில் jar,195.0
marino swiss Rs.5,Rs.5 marino swiss box,150.0
him shampoo Rs.2,Rs.2 ஹிமாலயா சாம்பு ,2.0
bb timepass Rs.5,Rs.5 timepass ,5.0
kuppai meni soap 90g,90g  குப்பைமேனி சோப்,90.0
paste spiral true 500g,500g ஸ்பைரல் பாஸ்தா true,55.0
dove soap Rs.64 blue,100g டவ் சோப்பு blue,64.0
chikkan 65 masala 100g aachi,100g சிக்கன் 65 மசாலா ஆச்சி,66.0
biriyani masala manakadu 50g,50g மணக்காடு பிரியாணி மசாலா ,50.0
Rexona Deodorant 25ml,25ml Rexona Deodorant Roll on,95.0
Rexona Deodorant 50ml,50ml Rexona Deodorant Roll on,190.0
baby nipple med 2p,luvlap baby nipple med 2p,95.0
arivel refresh pouch Rs.70,Rs.70 arivel refresh pouch 10g,70.0
Enshine adult tooth brush,Enshine Adult Tooth Brush,60.0
baby finger brush,baby finger brush,139.0
baby grooming set,baby grooming set,269.0
Airvel refresh pouch Rs.70,Airvel refresh pouch Rs.70,70.0
Eveready ultima AAA battery ,Eveready ultima AAA battery ,22.0
Eveready ultima AAA battery Rs.22 ,Eveready ultima AAA battery Rs.22 ,22.0
Eveready ultima AA battery Rs.22 ,Eveready ultima AA battery Rs.22 ,22.0
naturo fruit bar jar Rs.5,naturo fruit bar jar Rs.5,300.0
milk maid tin 400g,Amul மில்க்மெய்டு டின் 400g,126.0
power comport fresh Rs.4,power comport fresh Rs.4,160.0
power comfort fresh Rs.4,power comfort fresh Rs.4,160.0
comfort power fresh Rs.4,Power கம்போர்ட் fresh Rs.4 free jar,320.0
dabur Meswak paste 42g Rs.20,dabur Meswak paste 42g Rs.20,20.0
dabur Meswak paste 100g Rs.65,100g dabur Meswak paste ,65.0
Naga payasam mix 175g (1+1),1+1 Naga பாயசம் 175g,95.0
surf excel soup Rs.20,Rs.20 சர்ப் எக்சல் சோப்பு,20.0
cd lemon soda Rs.10(1k) ,Rs.10 லெமன் சால்ட் (1k) ,300.0
Aachi pickle 5kg,5kg ஆச்சி ஊறுகாய்,425.0
idli podi valai Rs.10,Rs.10 இட்லிபொடி,10.0
idli podi vazhi Rs.10,Rs.10 வாழை இட்லிபொடி,10.0
ponds  wb crm 23g Rs.80,ponds  wb crm 23g ,80.0
computer sambrani sampradayam Rs.24,Rs.24 சம்பிரதாயம்  கம்ப்யூட்டர் சாம்ப்ராணி,24.0
pen kundan Rs.3,Rs.3 pen kundan,90.0
pen kundan Rs.4,Rs.4 kundan pen ,90.0
tape roll premier Rs.5,Rs.5 premier tape roll ,5.0
note 60 pages (ruled ) Rs.22,note 60 pages (ruled ) Rs.22,22.0
vathi Z black Rs.75,Rs.75 செட் ப்ளாக் வத்தி,75.0
surf excel(T&L)1ltr pouch Rs.175,1ltr சர்ப் எக்சல் (T&L) pouch,149.0
surf excel LIQ (Q&W) 1LTR Rs.205,1LTR சர்ப் எக்சல் (Q&W) LIQ,205.0
surf LIQ FL 500ml Rs.127,500ml surf LIQ FL ,127.0
surf xl easywash liq 1LTR Rs.189,1LTR சர்ப் எக்சல் ew LIQ,189.0
HH camlin nove rt wooden pencil Rs.60,Rs.60 Camlin Nove Nt Wooden Pencil ,60.0
pantene PRO-V AHF 180ml Rs.159,180ml pantene PRO-V AHF ,159.0
kashmiri chilli Rs.12,20g ஆச்சி  காஷ்மீரி சில்லி ,20.0
sls bullet குருணை சுவாகத்,bullet குருணை ,40.0
sls bullet குருணை,AKS குருணை அரிசி,40.0
lion syrup 500g,500g லயன்  டேட்ஸ் syrup,206.0
tata soulfull choco sticks jar Rs.5,tata soulfull choco sticks jar Rs.5,150.0
kalla urundai Rs.5 jar,Rs.5 kalla urundai  jar,300.0
jelly ball Rs.60 pkt,Rs.60 fruit jelly ball  pkt,60.0
soodam mittay 0.50p jar,0.50p சூடம் மிட்டாய் jar,50.0
lollipop Rs.10 pkt,Rs.10 லாலிபாப் pkt,150.0
Eclairs Allwin Rs.100,Rs.100 Eclairs Allwin,100.0
naattu sakkara BHOOMI 1KG,1kg நாட்டு சக்கர,110.0
center fruit jar,Rs.150  சென்டர் fruit ஜார்,150.0
amurthanjan strong Rs.42,Amurthanjan strong (g) Rs.42,42.0
Rin powder Refresh 1kg,1kg ரின் பவுடர் Refresh,122.0
oil suntruu (sf) 500ml,500ml Suntruu (sf),110.0
godrej selfie shampoo hair colour Rs.15,Rs.15 கோத்ரேஜ்  செல்பி ஹர் கலர்,15.0
godrej expert rich cream Rs.15,Rs.15 godrej expert rich cream,15.0
horlicks 200g pkt Rs.115,200g ஹார்லிக்ஸ் pkt,115.0
cd spinner 200ml tin,200ml spinner tin,30.0
Joo candy jar Rs.200 ,Rs.200 Joo candy jar,200.0
yelakkai paakku Rs.1(pkt) mrp 130,Rs.1ஏலகாய் பாக்கு(pkt),130.0
bb con kurkure katori,Rs.5 Noodles kurkure,5.0
old spice deo set,old spice deo set,150.0
whisper choice XXL Rs.50,Rs.55 விஸ்பர் choice XXL (6P),55.0
tide plus powder 550g ,550g டைடு + பவுடர்,79.0
tide plus powder 1.1kg ,1.1kg டைடு + பவுடர்,158.0
arial liq T&L500ml Rs.122,500ML ஏரியல் liq T&L,122.0
arial liq T&L500ml Rs.120,500ML ஏரியல் liq T&L,120.0
dp luvlap diaper L 8's Rs.129,Rs.129 Luvlap டயப்பர் L 8's pkt,129.0
dp luvlap diaper M 9's Rs.120,luvlap diaper M 9's pkt,129.0
dp luvlap diaper S 10's Rs.129,Rs.129 luvlap டயப்பர் S 10's pkt,129.0
dp karein adult diaper L 10's ,karein adult diaper L 10's ,600.0
Airvel refresh pouch 10g Rs.70,Airvel refresh pouch 10g,70.0
Airvel block 75g,75g Airvel block ,80.0
Enshine Lice clear shampoo 50ml Rs.85,50ml Enshine பேன் ஷாம்பு,85.0
dustbin cover small 30p,Dustbin Cover Small 30p,70.0
dustbin cover med 30p,Dustbin Cover Med 30p,90.0
dustbin cover L 15p,Dustbin Cover L 15p,150.0
dustbin cover EX L 15p,Dustbin Cover EX L 15p,135.0
wall nut 250g pkt,250g வால் நட் pkt,650.0
odonil block set (3+1),Odonil Block Set 5n* 48g,220.0
sls ASK குருணை,AKS குருணை அரிசி,40.0
vcare hair color 15ml Rs.65,15ml vcare shampoo hair color,65.0
vcare hair oil old 100ml Rs.222,100ml vcare hair oil old ,222.0
vcare herbal hair oil 100ml Rs.276,v care herbal hair oil 100ml,276.0
yerumpu marunthu 200g,200g எறும்பு மருந்து,30.0
kungumam meenakshi 50g,50g meenakshi குங்குமம்,15.0
vicco termari skin cream 15g Rs.77 ,15g vicco termari skin cream ,77.0
pril liguid 145ml,pril liguid 145ml,20.0
HH camlin G max pencil 0.7mm RS.10,camlin G max pencil 0.7 RS.10,10.0
HH camlin klick pencil 0.7mm RS.10,camlin klick pencil 0.7mm,10.0
HH camlin klick pencil 0.5mm Rs.10,camlin klick pencil 0.5,10.0
gum tube Rs.5,Rs.5 gum tube 20ml,5.0
power powder Rs.5,Rs.5 பவர் பவுடர்,5.0
dettol soap cool 75g Rs.40,100g டெட்டல் சோப் கூலஂ,40.0
lollipop rose Rs.5 pkt,Rs.5 ரோஸ் லாலிபாப் pkt,120.0
Empire Rs.2 jar ,Empire Rs.2 jar ,250.0
ben 10 stick Rs.60,ben 10 stick Rs.60,60.0
murukku Rs.2 JAR,Rs.2 முறுக்கு JAR,200.0
HH camlin floracent pencil RS 4,Rs.4 camlin floracent pencil,40.0
HH camlin student pencil R&B Rs.3,camlin student pencil R&B Rs.3,30.0
HH pencil jumbo Rs.5,Rs.5 jumbo spriral pencli,5.0
ux M pen classic Rs.75,Rs.75 M pen classic ,75.0
ux M pen stylus Rs.80,Rs.80 M pen stylus ,80.0
ux M pen marcus Rs.85,Rs.85 M pen marcus ,85.0
ux M pen exceed Rs.85,Rs.85 M pen exceed,85.0
ux M pen sonat Rs.75,Rs.75 M pen sonat ,75.0
ux M pen Nexa Roller Rs.90,Rs.90 M pen Nexa Roller ,90.0
ux M pen Lumina Rs.125,Rs.125 M pen Lumina ,125.0
ux M pen Excella Rs.125,Rs.125 M pen Excella ,125.0
ux M pen Sigma Rs.175,Rs.175 M pen Sigma ,175.0
ux ultron 2top ballpen blue rs.10,Rs.10 ultron 2top ballpen blue,10.0
oil sunrich SF TIN 15ltr,sunrich SF TIN 15ltr,2075.0
oil sunrich SF TIN 15ltr 13.5kg,sunrich SF TIN 15ltr,2075.0
avt gold cup 100g riff Rs.90,100g Avt Gold Cup Riff box,90.0
old spice deo,old spice deo lionpride,75.0
gt 7o'clock blades,7o'Clock Blades (Green),30.0
paatti picle lemon Rs.1 saram,Rs.1 பா..ஊறுகாய் .லெமன் saram,10.0
paatti pickle garlie Rs.1 saram,Rs.1 பா.பூ.ஊறுகாய் saram,10.0
paatti pickle mango Rs.1 saram,Rs.1 பா.மாங்கா.ஊறுகாய் saram,10.0
gt gillette presto Rs.20,Rs.20 gillette presto,20.0
Fountain pen cartridge blue Rs.10,Rs.10 Fountain pen cartridge blue ,10.0
Mara deterrgent sope 250g Rs.20,250g மாரா சோப்,20.0
Mara washing power 95g Rs.10,Rs.10 Mara washing power ,10.0
nei vastu 500ml,500ml vastu agmark நெய்,355.0
kalla urundai 70g pkt Rs.30,Rs.30 KAMARAJ kalla urundai pkt ,30.0
maggi noodles Rs.56,Rs.56 மேகி நூடுல்ஸ்,56.0
theepetti LITO ,தீபெட்டி LITO  பண்டல்,100.0
avt gold cup 100g jar Rs.95,100g AVT gold cup  jar,95.0
basmathi kanishka rice 3/4 cutting,கனிஷ்கா 3/4 கட்டிங் பாஸ்மதி,140.0
penoil black 450ml,450ml கருப்பு பெனாயில் ஜெர்மிசெக்,70.0
poondu vedi Rs.500,Rs.500 பூண்டு வெடி,500.0
amul spray 500g tin,500g அமுல் ஸ்ப்ரே,235.0
FOGG 100ml Rs.225,100ml FOGG bady spray,225.0
close up paste 90g Rs.57,90g close up paste,60.0
comfort blue Rs.4 ,Rs.4 கம்போர்ட் blue 19ml,4.0
comfort pink Rs.4 ,Rs.4 கம்போர்ட் pink,4.0
comfort royal violet Rs.4 ,Rs.4 கம்போர்ட் royal viloet,4.0
comfort Desire Red Rs.4 ,Rs.4 கம்போர்ட் Desire Red,4.0
horlicks lite 450g jar Rs.349,450g lite ஹார்லிக்ஸ் Jar,349.0
ponds dream 200g with free,200g பாண்ட்ஸ் ட்ரிம் with free,215.0
sensodyne fresh gel 40gm,40gm sensodyne fresh gel ,85.0
sensodyne fresh mint 40gm,40gm sensodyne fresh mint ,85.0
sensodyne rap relief 40gm,40gm sensodyne rap relief ,105.0
sensodyne 75g(fresh gel)Rs.130,sensodyne 75g fresh gel Rs.130,130.0
sensodyne 75g fresh mint Rs.130,sensodyne 75g fresh mint Rs.130,130.0
lighter sigrate,சிகரெட் லைட்டர் Box,600.0
yippee noodles Rs.56,yippee noodles Rs.56,56.0
ruchi pickle Rs.1 garlik saram,Rs.1 ருசி ஊறுகாய் garlik saram,20.0
ruchi garlic pickle Rs.1 saram,Rs.1 ருசி பூ.ஊறுகாய் சரம்,20.0
ruchi mango pickle Rs.1 saram,Rs.1 ருசி மா.ஊறுகாய் சரம்,20.0
ruchi lime pickle Rs.1 saram,Rs.1 ருசி லெ.ஊறுகாய் சரம்,20.0
HH camlin Exam pad RS.125,RS.125 camlin Exam pad ,125.0
HH camlin Neon clay 50g Rs.35,Rs.35 camlin Neon clay 50g ,35.0
HH camlin Dough clay 12's Rs.110,Rs.110 camlin Dough clay 12's ,110.0
HH camlin Dough clay 12's Rs.120 jar,Rs.120 camlin Dough clay 12's jar,120.0
HH camlin Dough clay 6's Rs.150,Rs.150 camlin Dough clay 6's ,150.0
HH camlin Clay 150g Rs.60,Rs.60 camlin Clay 150g ,60.0
vathi koya's Rs.60,Rs.60 Koya's வத்தி,60.0
samBrani maya supreme sambrani cup Rs.70,Rs.70 மாயா கப் சாம்பிராணி (box),70.0
parcel cover jatni 3.5*4.5 ayyappa,3.5*4.5 அய்யப்பா ஜட்னி கவர்,100.0
sunsilk shampoo Rs.2,Rs.2 சன் சில்க் ஷாம்பூ,2.0
head & shoulder(pink) Rs.2,Rs.2 head & shoulder (பிங்க்),2.0
tomato ketchup foodrite 1.pkt (100pcs),டொமாடோ கெட்ச்அப் pkt (100pcs),100.0
soya dark sauce 750g,750g dark சோயா சாஸ் பாட்டில்,85.0
tomato ketchup foodrite 90g,90g ஃபுட்ரைட் டொமாடோ கெட்ச்அப் ,15.0
mayonnaise 100g,100g mayonnaise ,45.0
Shinz glass clearner 550*550ml,Shinz glass clearner 550*550ml,198.0
Scrubz dishwash 500ml (1+1),Scrubz dishwash 500ml (1+1),270.0
Shinz glass clearner 550ml(1+1),Shinz glass clearner 550ml(1+1),198.0
"sowdambigaa chips,muruku Rs.45","Rs.45 சௌடாம்பிகா ஸ்நாக் முறுக்கு, சிப்ஸ் ",50.0
ravai elite 200g Rs.20,Rs.20 200g எலைட் ரவை ,20.0
lion dates desert king 250g cup ,250g லயன் டேட்ஸ் desert king cup,142.0
lion dates desert king 500g pkt,500g லயன் டேட்ஸ் desert king pkt,247.0
gokul santol 125g Rs.69,125g கோகுல் சாண்டல் சோப்பு  free,69.0
cc indie mint,இன்டிமின்ட்,100.0
santoor soap 100g  Rs.36,100g சந்தூர் சோப்பு சேண்டல்,36.0
Eclairs Rs.100 pkt,Rs.100 Eclairs  pkt,100.0
gems pearls Rs.5 jar,Rs.5 gems pearls  jar,350.0
jelly mango Rs.5 jar,Rs.5 ஜெல்லி mango jar,200.0
jelly bottle Rs.5 jar,Rs.5 ஜெல்லி bottle  jar,200.0
kreme balls Rs.5 jar,Rs.5 kreme balls  jar,300.0
motu patlu choco Rs.5 jar,Rs.5 motu patlu choco jar,300.0
light cookes Rs.5 box,Rs.5 Light Cookes Box,300.0
soda candy Rs.60 pkt,Rs.60 soda candy  pkt,60.0
Fun ten cream stix Rs.5 box,Rs.5 Fun ten cream stix  box,150.0
kinder joy Rs.5 jar,Rs.5 கிண்டர் ஜாய் jar,300.0
kinder joy Rs.10 jar,Rs.10 கிண்டர் ஜாய் jar,300.0
lunch box choco balls Rs.200,Rs.200 lunch box choco balls ,200.0
oil porna groundnut oil 500ml,500ml பூர்ணா கடலை எண்ணெய்,136.0
oil porna groundnut oil 1ltr,1ltr பூர்ணா கடலை எண்ணெய்,252.0
theepam porna yennaie 500ml,500ml பூர்ணா தீபம்எண்ணெய்,99.0
idli podi vazhi Rs.5,Rs.5 வாழை இட்லிபொடி,5.0
comfort Royale black 850ml,850ml கம்போர்ட்  Royale,245.0
comfort Desire 850ml,850ml கம்போர்ட்  Desire Red,245.0
dove soap blue 60g Rs.42,60g  டவ் சோப்பு blue,42.0
dove soap green 75g Rs.75,75g டவ் சோப்பு கிரீன் ,75.0
lipton greentea Rs.70,Rs.70 lipton green tea,70.0
surf excel matic (T&L) 1ltr Rs.190,1ltr சர்ஃப் எக்செல் மெட்ரிக் (T&L) ரூ.190,190.0
surf excel powder Qw Rs.10,Rs.10 சர்ப் எக்சல் Qw பவுடர்,10.0
tea cup 90ml (80p),90ml டீ கப் ,100.0
Rorito B max pen jar Rs.350,Rorito B max pen jar Rs.350,350.0
amul spray 200g riff,200g அமுல் ஸ்ப்ரே riff,95.0
bleaching powder250g. Rs.35,250g பிளீச்சிங் பவுடர்,35.0
bleaching germichek powder 200g Rs.40,200g germichek பிளீச்சிங் பவுடர்,40.0
oral b brush gumproect Rs.32,Rs.32 ஓரல் பி brush gumproect ,32.0
oral b tulsi med 6's pkt Rs.99 , Rs.99  ஓரல் பி tulsi med 6's pkt,99.0
oral b brush tulsi med 6's pkt Rs.99 ,Rs.99  ஓரல் பி tulsi med 6's pkt,99.0
oral b brush S&G 4's pkt Rs.135 ,Rs.135 ஓரல் பி S&G 4's pkt ,135.0
oral b brush S&G Rs.49,Rs.49 ஓரல் பி S&G brush,49.0
oral b brush S&G Rs.30,Rs.35 ஓரல் பி பிரஷ் S&G saram,210.0
oral b brush S&G 5's pkt Rs.120 , Rs.120  ஓரல் பி S&G 5's pkt,120.0
oral b brush crisscross 4's pkt Rs.160 ,Rs.160 ஓரல் பி  crisscross  4's pkt,160.0
oral b brush crisscross Rs.50,Rs.50 ஓரல் பி பிரஷ் crisscross ,50.0
oral b brush kids Rs.25,Rs.25 ஓரல் பி kids பிரஷ் ,25.0
